|gpt_majority|expert1|expert2|expert3|expert_any|experts_majority|gpt_all_labels|label_gpt_1_unanimously|label_gpt_1_almost_unanimously|expert_agreement_level|gpt_agreement_level|gpt_correct|expert_mean|gpt_mean
59|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
60|0|0|0|0|0|0|0,0,1,0,0|0|0|0|1|1|0.0|0.2
61|0|0|0|0|0|0|0,1,1,0,0|0|0|0|2|1|0.0|0.4
62|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
63|0|1|0|0|1|0|0,0,1,0,0|0|0|1|1|1|0.3333333333333333|0.2
64|1|0|0|0|0|0|1,0,1,0,1|0|0|0|3|0|0.0|0.6
65|1|0|0|0|0|0|1,0,0,1,1|0|0|0|3|0|0.0|0.6
66|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
67|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
68|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
69|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
70|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
71|0|0|0|0|0|0|1,0,1,0,0|0|0|0|2|1|0.0|0.4
72|1|1|0|0|1|0|0,0,1,1,1|0|0|1|3|0|0.3333333333333333|0.6
73|0|0|0|0|0|0|0,0,1,1,0|0|0|0|2|1|0.0|0.4
74|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
75|0|0|0|0|0|0|1,0,0,1,0|0|0|0|2|1|0.0|0.4
76|1|1|1|0|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
77|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
78|1|1|1|0|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
79|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
80|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
81|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
82|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
83|0|0|0|0|0|0|0,1,0,1,0|0|0|0|2|1|0.0|0.4
84|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
85|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
86|0|0|0|0|0|0|0,1,0,0,1|0|0|0|2|1|0.0|0.4
87|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
88|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
89|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
90|1|0|0|1|1|0|1,1,1,1,0|0|1|1|4|0|0.3333333333333333|0.8
91|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
92|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
93|0|0|0|0|0|0|0,0,1,0,0|0|0|0|1|1|0.0|0.2
94|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
95|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
96|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
97|1|0|0|0|0|0|0,1,1,0,1|0|0|0|3|0|0.0|0.6
98|1|0|0|1|1|0|1,1,0,0,1|0|0|1|3|0|0.3333333333333333|0.6
99|1|0|0|0|0|0|1,1,0,1,1|0|1|0|4|0|0.0|0.8
100|1|0|1|0|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
101|1|1|0|0|1|0|1,1,1,0,1|0|1|1|4|0|0.3333333333333333|0.8
102|1|0|0|0|0|0|1,1,0,0,1|0|0|0|3|0|0.0|0.6
103|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
104|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
105|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
106|1|1|0|0|1|0|0,1,0,1,1|0|0|1|3|0|0.3333333333333333|0.6
107|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
108|1|0|0|0|0|0|0,1,1,0,1|0|0|0|3|0|0.0|0.6
109|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
110|1|1|0|1|1|1|1,1,1,1,0|0|1|2|4|1|0.6666666666666666|0.8
111|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
112|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
113|0|1|0|0|1|0|0,0,1,0,0|0|0|1|1|1|0.3333333333333333|0.2
114|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
115|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
116|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
117|1|1|0|0|1|0|0,1,1,1,0|0|0|1|3|0|0.3333333333333333|0.6
118|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
119|0|0|0|0|0|0|0,1,0,0,0|0|0|0|1|1|0.0|0.2
120|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
121|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
122|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
123|0|0|0|1|1|0|0,1,0,0,0|0|0|1|1|1|0.3333333333333333|0.2
124|0|0|0|1|1|0|1,0,0,1,0|0|0|1|2|1|0.3333333333333333|0.4
125|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
126|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
127|1|1|0|0|1|0|1,0,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
128|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
129|1|0|0|1|1|0|1,1,0,0,1|0|0|1|3|0|0.3333333333333333|0.6
130|1|0|0|1|1|0|1,0,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
131|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
132|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
133|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
134|1|1|0|0|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
135|0|0|0|0|0|0|0,1,1,0,0|0|0|0|2|1|0.0|0.4
136|1|1|1|0|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
137|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
138|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
139|0|0|0|0|0|0|1,0,1,0,0|0|0|0|2|1|0.0|0.4
140|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
141|0|1|0|0|1|0|0,0,0,0,1|0|0|1|1|1|0.3333333333333333|0.2
142|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
143|1|1|0|0|1|0|0,1,1,1,0|0|0|1|3|0|0.3333333333333333|0.6
144|1|1|0|0|1|0|1,1,1,1,0|0|1|1|4|0|0.3333333333333333|0.8
145|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
146|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
147|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
148|1|0|0|1|1|0|0,1,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
149|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
150|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
151|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
152|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
153|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
154|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
155|1|1|0|0|1|0|1,0,1,0,1|0|0|1|3|0|0.3333333333333333|0.6
156|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
157|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
158|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
159|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
160|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
161|1|1|0|0|1|0|1,1,0,1,0|0|0|1|3|0|0.3333333333333333|0.6
162|0|0|0|0|0|0|0,0,1,0,1|0|0|0|2|1|0.0|0.4
163|0|0|0|1|1|0|0,1,0,0,0|0|0|1|1|1|0.3333333333333333|0.2
164|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
165|0|0|0|0|0|0|0,0,0,0,1|0|0|0|1|1|0.0|0.2
166|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
167|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
168|1|0|0|0|0|0|0,0,1,1,1|0|0|0|3|0|0.0|0.6
169|1|1|0|1|1|1|1,1,1,1,0|0|1|2|4|1|0.6666666666666666|0.8
170|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
171|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
172|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
173|1|1|0|1|1|1|1,0,0,1,1|0|0|2|3|1|0.6666666666666666|0.6
174|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
175|0|0|0|0|0|0|1,0,0,0,0|0|0|0|1|1|0.0|0.2
176|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
177|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
178|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
179|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
180|1|0|0|0|0|0|0,0,1,1,1|0|0|0|3|0|0.0|0.6
181|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
182|1|1|0|0|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
183|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
184|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
185|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
186|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
187|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
188|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
189|1|0|0|0|0|0|1,1,1,1,0|0|1|0|4|0|0.0|0.8
190|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
191|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
192|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
193|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
194|1|1|0|0|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
195|1|0|0|1|1|0|1,1,0,1,1|0|1|1|4|0|0.3333333333333333|0.8
196|0|1|1|1|1|1|0,0,1,1,0|0|0|3|2|0|1.0|0.4
197|0|1|0|0|1|0|0,0,0,1,0|0|0|1|1|1|0.3333333333333333|0.2
198|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
199|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
