|gpt_majority|expert1|expert2|expert3|expert_any|experts_majority|gpt_all_labels|label_gpt_1_unanimously|label_gpt_1_almost_unanimously|expert_agreement_level|gpt_agreement_level|gpt_correct|expert_mean|gpt_mean
148|0|0|0|0|0|0|0,1,0,1,0|0|0|0|2|1|0.0|0.4
149|0|0|0|0|0|0|0,0,1,0,0|0|0|0|1|1|0.0|0.2
150|1|1|0|1|1|1|1,1,1,1,0|0|1|2|4|1|0.6666666666666666|0.8
151|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
152|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
153|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
154|0|1|0|1|1|1|1,0,0,0,0|0|0|2|1|0|0.6666666666666666|0.2
155|0|0|0|0|0|0|1,0,0,0,0|0|0|0|1|1|0.0|0.2
156|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
157|0|0|0|0|0|0|0,0,0,1,0|0|0|0|1|1|0.0|0.2
158|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
159|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
160|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
161|1|0|0|0|0|0|1,1,0,1,0|0|0|0|3|0|0.0|0.6
162|1|0|0|1|1|0|1,1,0,1,0|0|0|1|3|0|0.3333333333333333|0.6
163|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
164|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
165|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
166|0|0|0|0|0|0|1,1,0,0,0|0|0|0|2|1|0.0|0.4
167|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
168|1|0|0|1|1|0|0,1,0,1,1|0|0|1|3|0|0.3333333333333333|0.6
169|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
170|1|0|0|1|1|0|1,0,1,0,1|0|0|1|3|0|0.3333333333333333|0.6
171|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
172|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
173|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
174|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
175|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
176|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
177|0|1|0|0|1|0|0,0,0,1,0|0|0|1|1|1|0.3333333333333333|0.2
178|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
179|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
180|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
181|1|1|0|0|1|0|0,1,1,1,0|0|0|1|3|0|0.3333333333333333|0.6
182|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
183|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
184|0|0|0|0|0|0|0,0,1,0,0|0|0|0|1|1|0.0|0.2
185|1|1|1|1|1|1|1,0,1,1,1|0|1|3|4|1|1.0|0.8
186|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
187|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
188|0|1|0|1|1|1|0,0,0,0,0|0|0|2|0|0|0.6666666666666666|0.0
189|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
190|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
191|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
192|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
193|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
194|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
195|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
196|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
197|0|0|0|1|1|0|1,0,1,0,0|0|0|1|2|1|0.3333333333333333|0.4
198|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
199|0|0|0|1|1|0|0,0,1,0,1|0|0|1|2|1|0.3333333333333333|0.4
200|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
