|gpt_majority|expert1|expert2|expert3|expert_any|experts_majority|gpt_all_labels|label_gpt_1_unanimously|label_gpt_1_almost_unanimously|expert_agreement_level|gpt_agreement_level|gpt_correct|expert_mean|gpt_mean
20|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
21|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
22|1|1|0|0|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
23|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
24|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
25|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
26|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
27|0|0|0|0|0|0|1,0,1,0,0|0|0|0|2|1|0.0|0.4
28|1|0|0|0|0|0|0,1,1,0,1|0|0|0|3|0|0.0|0.6
29|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
30|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
31|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
32|0|1|0|1|1|1|0,0,0,0,0|0|0|2|0|0|0.6666666666666666|0.0
33|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
34|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
35|1|1|0|1|1|1|1,1,1,1,0|0|1|2|4|1|0.6666666666666666|0.8
36|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
37|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
38|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
39|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
40|1|1|0|1|1|1|1,1,0,1,0|0|0|2|3|1|0.6666666666666666|0.6
41|0|0|0|1|1|0|1,0,0,0,0|0|0|1|1|1|0.3333333333333333|0.2
42|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
43|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
44|1|0|0|1|1|0|1,0,1,0,1|0|0|1|3|0|0.3333333333333333|0.6
45|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
46|1|1|0|1|1|1|1,1,1,0,1|0|1|2|4|1|0.6666666666666666|0.8
47|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
48|1|0|0|1|1|0|1,0,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
49|0|1|0|0|1|0|1,0,0,0,0|0|0|1|1|1|0.3333333333333333|0.2
50|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
51|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
52|1|0|0|0|0|0|1,1,1,0,1|0|1|0|4|0|0.0|0.8
53|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
54|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
55|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
56|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
57|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
58|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
59|1|0|0|1|1|0|0,1,0,1,1|0|0|1|3|0|0.3333333333333333|0.6
60|0|0|0|0|0|0|0,0,1,0,0|0|0|0|1|1|0.0|0.2
61|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
62|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
63|1|1|0|1|1|1|1,0,1,1,1|0|1|2|4|1|0.6666666666666666|0.8
64|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
65|1|1|0|1|1|1|0,0,1,1,1|0|0|2|3|1|0.6666666666666666|0.6
66|1|0|0|1|1|0|0,0,1,1,1|0|0|1|3|0|0.3333333333333333|0.6
67|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
68|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
69|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
70|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
71|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
72|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
73|1|0|0|1|1|0|1,0,1,0,1|0|0|1|3|0|0.3333333333333333|0.6
74|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
75|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
76|1|0|0|0|0|0|1,1,1,1,0|0|1|0|4|0|0.0|0.8
77|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
78|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
79|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
80|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
81|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
82|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
83|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
84|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
85|1|0|1|1|1|1|1,1,1,0,1|0|1|2|4|1|0.6666666666666666|0.8
86|1|1|0|1|1|1|1,1,1,0,1|0|1|2|4|1|0.6666666666666666|0.8
87|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
88|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
89|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
90|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
91|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
92|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
93|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
94|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
95|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
96|0|0|0|1|1|0|0,0,0,0,1|0|0|1|1|1|0.3333333333333333|0.2
97|0|0|0|1|1|0|0,1,0,0,0|0|0|1|1|1|0.3333333333333333|0.2
98|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
99|1|0|0|1|1|0|1,1,0,1,1|0|1|1|4|0|0.3333333333333333|0.8
100|1|0|0|0|0|0|0,1,1,1,1|0|1|0|4|0|0.0|0.8
101|1|0|0|1|1|0|0,1,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
102|1|0|0|0|0|0|0,1,1,1,1|0|1|0|4|0|0.0|0.8
103|1|0|0|1|1|0|0,1,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
104|1|0|0|0|0|0|0,1,1,1,1|0|1|0|4|0|0.0|0.8
105|1|0|0|1|1|0|0,1,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
106|1|0|0|0|0|0|0,1,1,1,1|0|1|0|4|0|0.0|0.8
107|1|0|0|1|1|0|0,1,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
108|1|0|0|0|0|0|1,1,1,0,1|0|1|0|4|0|0.0|0.8
109|1|0|0|1|1|0|1,1,1,0,1|0|1|1|4|0|0.3333333333333333|0.8
110|1|0|0|0|0|0|1,1,1,0,1|0|1|0|4|0|0.0|0.8
111|1|0|0|1|1|0|1,1,1,0,1|0|1|1|4|0|0.3333333333333333|0.8
112|1|0|0|0|0|0|1,1,1,0,1|0|1|0|4|0|0.0|0.8
113|1|0|0|1|1|0|1,1,1,0,1|0|1|1|4|0|0.3333333333333333|0.8
114|1|0|0|0|0|0|1,1,1,0,1|0|1|0|4|0|0.0|0.8
115|1|0|0|1|1|0|1,1,1,0,1|0|1|1|4|0|0.3333333333333333|0.8
116|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
117|1|0|0|0|0|0|1,0,1,1,0|0|0|0|3|0|0.0|0.6
118|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
119|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
120|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
121|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
122|1|1|0|1|1|1|1,0,1,1,1|0|1|2|4|1|0.6666666666666666|0.8
123|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
124|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
125|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
126|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
127|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
128|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
129|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
130|0|0|1|1|1|1|0,0,0,0,0|0|0|2|0|0|0.6666666666666666|0.0
131|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
132|0|0|1|0|1|0|1,0,0,1,0|0|0|1|2|1|0.3333333333333333|0.4
133|1|1|0|1|1|1|1,1,1,0,1|0|1|2|4|1|0.6666666666666666|0.8
134|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
135|1|0|0|1|1|0|1,1,0,0,1|0|0|1|3|0|0.3333333333333333|0.6
136|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
137|1|1|0|1|1|1|1,0,1,1,1|0|1|2|4|1|0.6666666666666666|0.8
138|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
139|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
140|0|0|0|1|1|0|0,1,0,0,0|0|0|1|1|1|0.3333333333333333|0.2
141|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
142|0|0|0|1|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
143|1|0|0|1|1|0|1,1,0,0,1|0|0|1|3|0|0.3333333333333333|0.6
144|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
145|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
146|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
147|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
148|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
149|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
150|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
151|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
152|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
153|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
154|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
155|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
156|1|1|0|0|1|0|1,1,1,1,0|0|1|1|4|0|0.3333333333333333|0.8
157|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
158|1|1|0|1|1|1|0,1,1,1,1|0|1|2|4|1|0.6666666666666666|0.8
159|1|0|1|1|1|1|1,1,1,1,0|0|1|2|4|1|0.6666666666666666|0.8
160|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
161|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
162|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
163|0|0|0|0|0|0|1,1,0,0,0|0|0|0|2|1|0.0|0.4
164|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
165|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
166|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
167|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
168|1|1|1|1|1|1|0,1,1,1,1|0|1|3|4|1|1.0|0.8
169|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
170|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
171|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
172|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
173|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
174|1|0|0|0|0|0|1,1,1,1,0|0|1|0|4|0|0.0|0.8
175|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
176|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
177|1|0|0|0|0|0|0,1,1,1,1|0|1|0|4|0|0.0|0.8
178|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
179|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
180|0|0|0|1|1|0|0,0,0,0,1|0|0|1|1|1|0.3333333333333333|0.2
181|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
182|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
183|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
184|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
185|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
186|1|1|0|0|1|0|1,0,1,1,1|0|1|1|4|0|0.3333333333333333|0.8
187|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
188|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
189|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
190|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
191|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
192|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
193|0|1|0|1|1|1|1,0,0,1,0|0|0|2|2|0|0.6666666666666666|0.4
194|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
195|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
196|1|0|0|0|0|0|1,1,1,1,1|1|1|0|5|0|0.0|1.0
197|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
198|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
199|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
200|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
201|1|0|0|0|0|0|0,1,1,1,1|0|1|0|4|0|0.0|0.8
202|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
203|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
204|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
205|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
206|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
207|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
208|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
209|0|0|0|1|1|0|0,0,0,1,0|0|0|1|1|1|0.3333333333333333|0.2
210|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
211|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
212|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
213|0|0|0|1|1|0|0,0,0,1,0|0|0|1|1|1|0.3333333333333333|0.2
214|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
215|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
216|1|0|0|0|0|0|1,1,1,0,1|0|1|0|4|0|0.0|0.8
