|gpt_majority|expert1|expert2|expert3|expert_any|experts_majority|gpt_all_labels|label_gpt_1_unanimously|label_gpt_1_almost_unanimously|expert_agreement_level|gpt_agreement_level|gpt_correct|expert_mean|gpt_mean
101|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
102|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
103|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
104|0|0|0|0|0|0|0,0,0,0,1|0|0|0|1|1|0.0|0.2
105|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
106|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
107|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
108|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
109|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
110|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
111|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
112|1|1|0|1|1|1|1,1,1,1,0|0|1|2|4|1|0.6666666666666666|0.8
113|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
114|0|0|0|1|1|0|0,1,0,0,0|0|0|1|1|1|0.3333333333333333|0.2
115|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
116|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
117|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
118|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
119|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
120|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
121|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
122|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
123|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
124|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
125|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
126|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
127|0|1|0|0|1|0|0,0,1,0,0|0|0|1|1|1|0.3333333333333333|0.2
128|0|0|0|0|0|0|0,0,1,0,0|0|0|0|1|1|0.0|0.2
129|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
130|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
131|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
132|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
133|0|0|0|0|0|0|1,0,1,0,0|0|0|0|2|1|0.0|0.4
134|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
135|1|0|0|1|1|0|1,1,1,1,1|1|1|1|5|0|0.3333333333333333|1.0
136|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
137|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
138|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
139|1|0|0|0|0|0|1,0,1,1,1|0|1|0|4|0|0.0|0.8
140|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
141|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
142|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
143|0|0|0|0|0|0|0,1,1,0,0|0|0|0|2|1|0.0|0.4
144|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
145|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
146|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
147|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
148|0|0|0|0|0|0|0,1,0,0,0|0|0|0|1|1|0.0|0.2
149|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
150|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
151|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
152|0|1|0|1|1|1|0,0,0,0,0|0|0|2|0|0|0.6666666666666666|0.0
153|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
154|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
155|0|0|0|0|0|0|0,0,0,0,1|0|0|0|1|1|0.0|0.2
156|1|0|0|1|1|0|0,1,1,0,1|0|0|1|3|0|0.3333333333333333|0.6
157|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
158|0|0|0|1|1|0|0,0,0,1,0|0|0|1|1|1|0.3333333333333333|0.2
159|1|0|0|0|0|0|0,1,1,1,1|0|1|0|4|0|0.0|0.8
160|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
161|1|1|0|0|1|0|1,1,0,1,1|0|1|1|4|0|0.3333333333333333|0.8
162|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
163|0|1|0|1|1|1|0,0,0,0,0|0|0|2|0|0|0.6666666666666666|0.0
164|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
165|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
166|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
167|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
168|1|1|1|1|1|1|1,1,1,1,1|1|1|3|5|1|1.0|1.0
169|0|1|0|1|1|1|0,0,0,1,1|0|0|2|2|0|0.6666666666666666|0.4
170|1|1|0|1|1|1|1,1,1,0,1|0|1|2|4|1|0.6666666666666666|0.8
171|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
172|0|1|0|0|1|0|0,0,1,0,0|0|0|1|1|1|0.3333333333333333|0.2
173|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
174|1|0|1|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
175|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
176|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
177|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
178|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
179|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
180|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
181|1|1|0|1|1|1|1,1,0,1,1|0|1|2|4|1|0.6666666666666666|0.8
182|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
183|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
184|1|1|0|1|1|1|1,1,0,1,1|0|1|2|4|1|0.6666666666666666|0.8
185|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
186|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
187|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
188|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
189|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
190|1|0|0|1|1|0|1,0,1,0,1|0|0|1|3|0|0.3333333333333333|0.6
191|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
192|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
193|0|1|0|0|1|0|0,0,0,0,0|0|0|1|0|1|0.3333333333333333|0.0
194|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
195|1|1|0|1|1|1|1,1,1,1,1|1|1|2|5|1|0.6666666666666666|1.0
196|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
197|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
198|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
199|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
200|0|0|0|0|0|0|0,0,0,0,0|0|0|0|0|1|0.0|0.0
